ID	C_A.ACA	C_A.ACC	C_A.ACG	C_A.ACT	C_A.CCA	C_A.CCC	C_A.CCG	C_A.CCT	C_A.GCA	C_A.GCC	C_A.GCG	C_A.GCT	C_A.TCA	C_A.TCC	C_A.TCG	C_A.TCT	C_G.ACA	C_G.ACC	C_G.ACG	C_G.ACT	C_G.CCA	C_G.CCC	C_G.CCG	C_G.CCT	C_G.GCA	C_G.GCC	C_G.GCG	C_G.GCT	C_G.TCA	C_G.TCC	C_G.TCG	C_G.TCT	C_T.ACA	C_T.ACC	C_T.ACG	C_T.ACT	C_T.CCA	C_T.CCC	C_T.CCG	C_T.CCT	C_T.GCA	C_T.GCC	C_T.GCG	C_T.GCT	C_T.TCA	C_T.TCC	C_T.TCG	C_T.TCT	T_A.ATA	T_A.ATC	T_A.ATG	T_A.ATT	T_A.CTA	T_A.CTC	T_A.CTG	T_A.CTT	T_A.GTA	T_A.GTC	T_A.GTG	T_A.GTT	T_A.TTA	T_A.TTC	T_A.TTG	T_A.TTT	T_C.ATA	T_C.ATC	T_C.ATG	T_C.ATT	T_C.CTA	T_C.CTC	T_C.CTG	T_C.CTT	T_C.GTA	T_C.GTC	T_C.GTG	T_C.GTT	T_C.TTA	T_C.TTC	T_C.TTG	T_C.TTT	T_G.ATA	T_G.ATC	T_G.ATG	T_G.ATT	T_G.CTA	T_G.CTC	T_G.CTG	T_G.CTT	T_G.GTA	T_G.GTC	T_G.GTG	T_G.GTT	T_G.TTA	T_G.TTC	T_G.TTG	T_G.TTT
TCGA-G9-6333-01A-12D-1961-08	0	0	0	0	0	3	5	0	0	0	0	2	2	2	1	0	0	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0	0	2	6	0	0	2	6	0	0	8	8	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	2	0	2	2	0	0	0	0	2	0	0	2	0	0	0	0	1	2	2	0	0	0	0	0
TCGA-G9-6336-01A-11D-1786-08	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	3	0	0	0	3	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TCGA-G9-6338-01A-12D-1961-08	1	0	0	0	3	1	5	1	1	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	1	1	0	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0
TCGA-G9-6339-01A-12D-A30X-08	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	4	0	1	1	2	2	1	3	3	0	2	0	4	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	3	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TCGA-G9-6342-01A-11D-1961-08	0	0	0	0	23	25	32	18	0	0	0	0	0	8	5	1	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	2	6	0	2	0	0	0	6	2	2	0	0	0	4	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TCGA-G9-6343-01A-21D-1961-08	2	1	0	0	2	0	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	1	0	2	2	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	3	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2
TCGA-G9-6347-01A-11D-A31L-08	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	3	0	1	2	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-G9-6348-01A-11D-1786-08	0	4	0	2	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	2	0	2	0	0	2	0	2	0	2	0	0	10	0	0	0	4	4	2	4	8	4	2	6	4	2	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	2	4	0	0	4	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
TCGA-G9-6351-01A-21D-1961-08	0	2	0	0	31	25	32	25	2	6	0	2	3	8	2	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	2	0	2	2	0	0	6	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TCGA-G9-6353-01A-11D-1961-08	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-G9-6354-01A-11D-A30X-08	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	8	2	0	0	2	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TCGA-G9-6356-01A-11D-1786-08	2	2	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	2	6	2	0	2	4	0	4	0	10	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0
TCGA-G9-6361-01A-21D-1961-08	0	1	0	2	2	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	2	2	2	1	7	1	0	1	5	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-G9-6362-01A-11D-1786-08	0	1	0	0	2	3	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	2	0	1	4	0	0	0	0	0	9	0	3	0	7	0	0	4	8	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	2	4	0	0	1	1	2	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
TCGA-G9-6363-01A-21D-1786-08	0	0	0	0	2	2	5	4	1	0	1	0	0	1	1	0	1	0	0	0	0	0	4	1	0	0	0	2	1	0	0	1	2	1	2	1	0	1	1	2	0	3	4	2	0	1	3	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
TCGA-G9-6364-01A-21D-1786-08	0	2	0	0	0	0	0	0	0	0	2	0	2	4	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	0	4	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2
TCGA-G9-6365-01A-11D-1786-08	0	2	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	14	0	0	0	2	0	2	0	4	2	2	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	2	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0
TCGA-G9-6366-01A-11D-2114-08	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	0	0	1	1	5	0	0	1	4	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TCGA-G9-6367-01A-11D-1786-08	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-G9-6369-01A-21D-1961-08	0	1	1	0	0	0	1	3	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	4	1	1	0	4	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0
TCGA-G9-6370-01A-11D-1786-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-G9-6371-01A-11D-1786-08	1	1	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	0	3	1	3	1	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TCGA-G9-6373-01A-11D-1786-08	0	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	4	2	0	0	0	6	4	0	2	4	6	0	0	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TCGA-G9-6377-01A-11D-1961-08	0	1	0	0	9	9	13	8	2	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	5	0	0	0	1	0	0	0	1	0	1	1	2	0	0	0	0	0	0	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0
TCGA-G9-6378-01A-11D-1786-08	0	1	0	1	0	0	0	0	1	1	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	3	0	2	0	2	0	1	2	1	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-G9-6379-01A-11D-A31L-08	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	4	0	0	0	5	1	0	0	2	1	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-G9-6384-01A-11D-1786-08	0	0	0	0	0	0	2	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	2	0	0	8	0	0	4	4	4	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
TCGA-G9-6385-01A-11D-1786-08	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	4	2	0	2	2	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-G9-6494-01A-11D-1786-08	0	0	2	0	0	0	0	0	0	0	2	0	2	4	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	6	2	0	2	6	0	2	4	2	2	0	0	8	0	0	0	0	2	0	0	2	2	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
TCGA-G9-6496-01A-11D-1786-08	2	0	0	0	4	0	0	0	2	0	0	0	2	2	2	2	2	0	2	2	0	4	2	0	0	2	0	0	0	0	0	2	0	0	7	0	0	0	10	2	4	4	6	2	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	4	0	2	2	0	0	0	0	0	2	0	0	4	0	0	0	0	0	2	2	0	0
TCGA-G9-6498-01A-12D-A30X-08	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	2	1	0	1	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TCGA-G9-6499-01A-12D-1961-08	0	2	0	0	5	0	2	0	2	4	0	2	0	0	0	0	4	0	0	0	4	2	2	4	0	0	0	0	2	0	0	0	0	2	0	2	2	0	6	4	0	2	2	4	6	0	4	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	2	0	0	0	0	0	0
TCGA-G9-7509-01A-11D-A41K-08	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	2	2	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TCGA-G9-7510-01A-11D-2260-08	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	5	0	0	2	4	0	1	2	2	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
TCGA-G9-7519-01A-11D-2260-08	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	4	0	0	0	4	2	0	0	5	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-G9-7521-01A-11D-2260-08	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	2	0	0	0	1	4	0	0	0	1	0	1	1	1	0	0	0	2	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TCGA-G9-7522-01A-11D-2260-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TCGA-G9-7523-01A-11D-2260-08	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
TCGA-G9-7525-01A-31D-2260-08	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	5	0	0	1	2	1	1	0	3	4	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0
TCGA-G9-A9S0-01A-11D-A41K-08	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	5	0	0	1	1	0	0	1	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
TCGA-G9-A9S4-01A-11D-A41K-08	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	2	5	0	0	0	10	2	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TCGA-G9-A9S7-01A-11D-A41K-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	2	0	0	4	0	0	1	1	0	0	0	3	1	0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GC-A3BM-01A-11D-A22Z-08	0	0	0	0	0	1	2	0	0	3	0	1	1	3	0	4	0	0	0	0	2	0	0	0	0	0	0	1	15	4	5	13	0	2	24	6	6	11	18	6	0	5	29	2	23	5	24	23	1	0	0	0	3	0	0	0	0	1	0	2	1	0	0	0	3	1	6	0	0	0	0	0	2	0	2	0	4	2	0	0	0	2	0	0	0	0	2	0	0	2	0	2	0	0	0	0
TCGA-GC-A3I6-01A-11D-A20D-08	0	1	0	0	3	1	0	0	1	1	1	0	9	4	1	6	0	1	1	2	1	0	0	2	0	0	0	1	20	9	1	26	2	5	6	4	4	5	4	3	2	1	3	1	48	18	14	22	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	0	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TCGA-GC-A3OO-01A-11D-A22Z-08	0	0	0	0	0	0	0	1	0	1	2	0	4	1	0	0	0	0	0	0	1	0	0	2	1	0	0	1	14	8	3	15	0	0	0	1	4	4	3	4	1	2	3	3	38	13	13	34	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GC-A3RB-01A-12D-A21Z-08	0	1	1	0	0	3	0	0	2	0	1	2	4	6	1	3	0	0	2	1	0	1	5	1	0	0	0	1	13	2	3	26	0	2	9	1	4	3	9	2	1	3	11	3	37	10	13	15	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	2	1	0	1	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GC-A3RC-01A-11D-A22Z-08	2	4	3	0	2	2	4	1	0	2	0	2	4	4	2	8	4	0	0	2	4	3	2	2	0	1	0	2	25	12	4	25	5	7	5	5	18	4	10	7	10	8	9	6	67	20	28	28	1	1	0	0	0	0	3	3	0	0	1	1	0	1	1	2	6	5	6	1	3	3	8	3	5	3	8	5	3	2	2	4	2	0	0	0	0	1	4	3	1	1	0	0	0	0	0	4
TCGA-GC-A3RD-01A-12D-A22Z-08	0	0	0	0	2	1	1	1	1	1	2	0	4	5	0	1	0	0	0	0	0	1	0	0	0	0	0	1	6	3	2	7	1	1	8	0	1	1	1	0	1	6	8	1	14	4	4	10	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GC-A3WC-01A-31D-A22Z-08	2	0	0	0	0	0	2	6	0	3	2	2	4	2	2	8	0	2	4	0	2	0	6	2	0	0	0	0	28	12	18	28	8	4	10	2	9	8	12	6	0	8	18	8	46	19	20	28	0	2	0	0	0	0	4	2	0	0	0	0	0	2	0	2	4	0	2	2	0	2	8	1	2	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	4
TCGA-GC-A3YS-01A-11D-A23M-08	0	2	1	0	4	1	1	1	1	0	1	0	4	7	2	5	0	0	0	0	2	1	0	2	0	0	0	0	28	8	3	38	3	4	9	2	9	1	11	6	3	1	7	3	46	18	30	18	0	3	1	0	1	1	2	0	0	0	1	0	0	1	1	0	0	0	3	4	0	1	4	1	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TCGA-GC-A4ZW-01A-11D-A26M-08	1	1	2	2	3	0	4	0	1	0	1	1	9	12	4	3	5	1	2	0	10	2	1	7	1	2	0	3	165	44	23	130	4	3	8	1	9	6	9	5	6	4	14	2	131	34	67	56	0	0	0	1	0	2	0	1	0	1	0	0	0	0	1	2	3	0	4	3	0	1	0	3	2	2	2	1	1	2	1	3	1	0	0	0	0	1	1	7	0	1	0	0	0	0	1	0
TCGA-GC-A6I1-01A-12D-A31L-08	1	3	0	0	1	3	1	1	0	0	1	0	4	3	0	4	1	0	0	2	1	2	1	2	0	0	0	0	36	13	4	32	4	0	5	1	3	4	4	3	1	3	9	3	57	14	23	32	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	3	1	1	1	1	0	0	0	1	2	0	0	0	1	0	1	1	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0
TCGA-GC-A6I3-01A-11D-A31L-08	2	5	2	4	3	6	8	5	2	0	6	1	13	8	8	7	0	0	2	2	2	0	0	2	0	0	2	0	50	13	13	54	4	0	13	3	7	4	12	8	4	6	11	12	49	28	29	33	2	3	1	1	1	4	0	3	0	3	0	0	5	2	0	1	3	2	4	9	0	3	0	2	5	2	1	1	1	0	0	2	0	2	1	0	0	8	0	2	5	0	0	0	0	0	0	2
TCGA-GD-A2C5-01A-12D-A17V-08	2	0	2	0	5	4	1	10	1	6	0	2	7	12	8	7	0	0	2	0	2	0	2	2	0	0	0	0	69	20	16	67	2	1	9	3	7	2	16	1	5	1	14	6	74	41	56	43	0	0	0	0	0	3	0	0	0	0	0	1	0	2	0	4	2	0	1	2	0	4	1	0	0	2	2	3	0	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
TCGA-GD-A3OP-01A-21D-A21Z-08	6	2	2	0	6	10	4	6	4	4	2	2	34	6	5	5	4	2	0	8	0	4	0	2	0	0	2	0	66	12	12	97	6	4	10	4	20	8	30	15	14	6	23	10	178	46	43	85	2	2	2	0	2	0	4	0	0	0	0	0	0	2	0	4	8	2	2	6	0	5	8	0	6	4	4	4	2	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GD-A3OQ-01A-32D-A21Z-08	0	0	4	0	0	0	2	4	0	0	0	0	6	0	0	2	0	0	0	4	2	0	0	0	0	0	4	0	12	6	2	36	2	0	20	2	2	0	8	2	8	2	14	2	30	18	18	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	2	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
TCGA-GD-A3OS-01A-12D-A21Z-08	1	1	1	1	3	1	1	1	2	1	0	3	1	0	2	1	0	2	1	1	0	1	0	1	0	0	0	0	2	3	0	5	3	0	8	1	0	2	7	0	1	2	6	1	11	6	4	3	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2
TCGA-GD-A6C6-01A-21D-A31L-08	3	2	0	0	2	2	2	3	2	1	0	0	5	5	4	3	1	0	0	2	0	2	1	4	0	1	2	4	39	10	9	45	3	6	7	2	4	3	9	1	2	1	10	3	47	9	20	36	0	0	0	1	0	1	0	0	1	1	1	0	0	1	0	0	2	2	2	2	1	2	3	1	2	0	1	1	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0	1	0	0	1	0
TCGA-GD-A76B-01A-11D-A32B-08	0	2	0	0	1	0	2	0	0	2	0	2	4	5	1	1	1	1	0	0	3	3	1	1	0	2	0	1	17	6	5	26	3	1	7	1	3	2	8	4	2	1	4	5	33	14	20	29	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0
TCGA-GE-A2C6-01A-11D-A17V-08	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GF-A2C7-01A-11D-A197-08	0	1	0	0	119	87	97	105	1	1	0	3	17	20	10	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	3	6	14	4	5	0	3	1	0	8	21	6	6	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
